ID,Source,Severity,Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Weather_Condition
A-547,Source2,3,Right lane blocked due to accident on I-71 Northbound at Exit 115 Cooke Rd.,E Cooke Rd,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,3/8/2016 17:53,69.1,Clear
A-548,Source2,3,Left lane blocked due to accident on I-70 Eastbound at Exits 107 107A 107B OH-317 Hamilton Rd.,I-70 E,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,3/8/2016 18:51,66.9,Mostly Cloudy
A-549,Source2,3,Accident on I-75 Southbound at Dixie Hwy. Expect delays.,N Napoleon Rd,Lima,Allen,OH,45801,US,US/Eastern,KAOH,3/9/2016 5:53,57,Clear
A-550,Source2,2,Accident on Elm St at Central Ave.,S Elm St,Dayton,Montgomery,OH,45449-1733,US,US/Eastern,KMGY,3/9/2016 6:53,55.9,Clear
A-551,Source2,2,Accident on High St at Como Ave. Expect delays.,W Como Ave,Columbus,Franklin,OH,43202-1027,US,US/Eastern,KOSU,3/9/2016 6:53,55,Clear
A-552,Source2,3,One lane blocked due to accident on I-71 Southbound at Exit 113 Silver Dr. Expect delays.,E Weber Rd,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,3/9/2016 7:51,54,Mostly Cloudy
A-553,Source2,2,Accident on Liberty Ln at Valley Forge Ct.,Valley Forge Ct,Westerville,Franklin,OH,43081-2731,US,US/Eastern,KCMH,3/9/2016 7:51,54,Mostly Cloudy
A-554,Source2,3,Accident on I-270 Outerbelt Northbound at Exits 17A 17B US-33 Columbus Marysville Rd. Expect delays.,Columbus Marysville Rd N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,3/9/2016 8:53,63,Clear
A-555,Source2,2,Accident on OH-16 Westbound at OH-79. Expect delays.,OH-79,Newark,Licking,OH,43055,US,US/Eastern,KVTA,3/9/2016 8:54,61,Clear
A-556,Source2,2,Accident on Salem Ave at Detroit Ave.,Salem Ave,Dayton,Montgomery,OH,45416-1701,US,US/Eastern,KDAY,3/9/2016 9:56,64,Mostly Cloudy
A-557,Source2,2,Accident on Falmouth Ave at Siebenthaler Ave.,W Siebenthaler Ave,Dayton,Montgomery,OH,45406-1536,US,US/Eastern,KDAY,3/9/2016 9:56,64,Mostly Cloudy
A-558,Source2,2,Entry ramp closed due to accident on OH-315 Olentangy Fwy Northbound at Olentangy River Rd.,Olentangy River Rd,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,3/9/2016 9:53,63,Partly Cloudy
A-559,Source2,2,Accident on Brown St at Stewart St.,E Stewart St,Dayton,Montgomery,OH,45409-2666,US,US/Eastern,KFFO,3/9/2016 10:58,66,Mostly Cloudy
A-560,Source2,2,Accident on 3rd St at Bank St. Expect delays.,Bank St,Dayton,Montgomery,OH,45402-8401,US,US/Eastern,KFFO,3/9/2016 11:58,70.2,Scattered Clouds
A-561,Source2,2,Accident on Wyoming St at Brown St.,Brown St,Dayton,Montgomery,OH,45409-2940,US,US/Eastern,KFFO,3/9/2016 11:58,70.2,Scattered Clouds
A-562,Source2,2,Accident on OH-48 Far Hills Ave at Whipp Rd.,Far Hills Ave,Dayton,Montgomery,OH,45459-1923,US,US/Eastern,KMGY,3/9/2016 11:53,70,Partly Cloudy
A-563,Source2,2,Accident on Keowee St at Helena St.,N Keowee St,Dayton,Montgomery,OH,45404-1546,US,US/Eastern,KFFO,3/9/2016 13:58,73,Mostly Cloudy
A-564,Source2,2,Accident on US-35 Eastbound at Keowee St.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,3/9/2016 14:55,69.8,Light Rain Showers
A-565,Source2,2,Accident on Bartley Rd at Dixie Dr.,N Dixie Dr,Dayton,Montgomery,OH,45414-3309,US,US/Eastern,KDAY,3/9/2016 14:56,66.9,Light Rain
A-566,Source2,2,Accident on OH-48 Main St at Nottingham Rd.,W Nottingham Rd,Dayton,Montgomery,OH,45405-5210,US,US/Eastern,KDAY,3/9/2016 14:56,66.9,Light Rain
A-567,Source2,3,Lane blocked due to accident on I-70 Westbound at Exit 59 OH-41 Charleston Pike.,S Charleston Pike,Springfield,Clark,OH,45505,US,US/Eastern,KSGH,3/10/2016 5:12,55.4,Overcast
A-568,Source2,3,Accident on I-75 Northbound at Exit 50A Dryden Rd. Expect delays.,I-75 N,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,3/10/2016 5:53,57,Overcast
A-569,Source2,3,Two lanes blocked due to accident on I-70 Westbound at Exit 59 OH-41 Charleston Pike. Expect delays.,S Charleston Pike,Springfield,Clark,OH,45505,US,US/Eastern,KSGH,3/10/2016 5:56,55.9,Overcast
A-570,Source2,3,Accident on I-75 Southbound before Exit 50A Dryden Rd. Expect delays.,I-75 N,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,3/10/2016 6:53,59,Light Rain
A-571,Source2,3,Accident on I-70 Westbound at Exits 112 112A 112B OH-256 Hill Rd. Expect delays.,Hill Rd N,Pickerington,Fairfield,OH,43147,US,US/Eastern,KLHQ,3/10/2016 6:53,59,Rain
A-572,Source2,2,Accident on Durwood Rd at Rahn Rd.,Durwood Rd,Dayton,Montgomery,OH,45429-5902,US,US/Eastern,KMGY,3/10/2016 7:53,59,Overcast
A-573,Source2,2,Accident on Ridge Ave at Glenwood Ave. Expect delays.,Ridge Ave,Dayton,Montgomery,OH,45405-3844,US,US/Eastern,KDAY,3/10/2016 7:39,57.9,Light Rain
A-574,Source3,3,Two lanes blocked due to accident on I-75 Southbound at Exit 64 Northwoods Blvd. Expect delays.,Northwoods Blvd,Vandalia,Montgomery,OH,45377,US,US/Eastern,KDAY,3/10/2016 7:39,57.9,Light Rain
A-575,Source2,2,Accident on Alkire Rd at Kunz Rd / Bausch Rd.,Kunz Rd,Galloway,Franklin,OH,43119-9569,US,US/Eastern,KTZR,3/10/2016 7:50,57.2,Light Rain
A-576,Source2,2,Accident on Springfield St Northbound at Harshman Rd. Expect delays.,Harshman Rd,Dayton,Montgomery,OH,45431,US,US/Eastern,KFFO,3/10/2016 7:58,59.2,Overcast
A-577,Source2,2,Accident on OH-132 State Route 132 at OH-32 State Route 32. Expect delays.,State Route 32,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,3/10/2016 8:13,60.1,Overcast
A-578,Source2,3,Accident on I-270 Outerbelt Northbound at Exit 26 I-71.,Outerbelt W,Columbus,Franklin,OH,43085,US,US/Eastern,KOSU,3/10/2016 8:49,57.2,Overcast
A-579,Source2,3,Accident on I-70 Westbound at Exit 103B Alum Creek Dr. Expect delays.,East Fwy W,Columbus,Franklin,OH,43209,US,US/Eastern,KCMH,3/10/2016 9:51,59,Mostly Cloudy
A-580,Source2,2,Accident on Gettysburg Ave at Prescott Ave.,Prescott Ave,Dayton,Montgomery,OH,45406-2435,US,US/Eastern,KDAY,3/10/2016 9:16,57.9,Light Rain
A-581,Source2,2,Accident on Riverside Dr at Ridge Ave.,Ridge Ave,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,3/10/2016 9:56,57.9,Light Rain
A-582,Source2,2,Accident on Saint Joseph Ave at Wyoming St.,Wyoming St,Dayton,Montgomery,OH,45410-2206,US,US/Eastern,KFFO,3/10/2016 9:45,59,Light Rain
A-583,Source2,2,Accident on Austin Blvd at Springboro Pike.,Austin Blvd,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,3/10/2016 9:53,59,Light Rain
A-584,Source2,2,Accident on Valleycrest Dr at Valley St.,Valleycrest Dr,Dayton,Montgomery,OH,45404-2219,US,US/Eastern,KFFO,3/10/2016 10:38,60.8,Light Rain
A-585,Source2,2,Accident on OH-4 Keowee St at OH-4 Valley St.,N Keowee St,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,3/10/2016 10:58,59.9,Light Rain
A-586,Source2,3,Accident on I-71 Northbound at Exit 75 OH-38 State Route 38.,State Route 38 NE,Bloomingburg,Fayette,OH,43106,US,US/Eastern,KILN,3/10/2016 11:35,60.1,Rain
A-587,Source2,3,Lane blocked on exit ramp due to accident on I-270 Outerbelt Southbound at Exit 8 I-70.,Outerbelt S,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,3/10/2016 11:50,59,Light Rain
A-588,Source2,2,Accident on Radio Rd at Wright Ave.,N Wright Ave,Dayton,Montgomery,OH,45403-1639,US,US/Eastern,KFFO,3/10/2016 13:32,60.8,Light Rain
A-589,Source2,3,Accident on I-70 at Exit 97 US-40 Broad St.,I-70 E,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,3/10/2016 14:50,60.8,Rain
A-590,Source2,3,Accident on I-75 Northbound at Exit 56 Stanley Ave.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,3/10/2016 14:58,60.8,Light Rain
A-591,Source2,2,Accident on Hazel St at Circle Dr.,Circle Dr,Gallipolis,Gallia,OH,45631-8657,US,US/Eastern,K3I2,3/10/2016 15:30,66,Light Rain
A-592,Source2,2,Accident on Wayne Ave at Anderson St.,Anderson St,Dayton,Montgomery,OH,45410-2101,US,US/Eastern,KFFO,3/10/2016 16:18,60.8,Light Rain
A-593,Source2,3,Accident on I-670 Westbound at Exits 4C 5 5A 5B I-71 Innerbelt.,I-670 W,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,3/10/2016 15:51,60.1,Rain
A-594,Source2,3,Accident on I-75 Northbound at Exit 41 Austin Blvd.,I-75 S,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,3/10/2016 16:35,60.1,Light Rain
A-595,Source2,2,Left lane blocked due to accident on OH-104 Frank Refugee Expy Eastbound at Alum Creek Dr.,Frank Refugee Expy,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,3/10/2016 18:15,58.5,Light Rain
A-596,Source2,3,Right lane blocked due to accident on I-75 Southbound at Exit 56 Stanley Ave.,I-75 S,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,3/10/2016 18:58,57.6,Rain
A-597,Source2,2,Accident on US-23 High St Northbound at US-23 High St.,S High St,Lockbourne,Franklin,OH,43137-9212,US,US/Eastern,KLCK,3/10/2016 19:15,58.6,Rain
A-598,Source2,2,Delays due to accident and traffic signal failure on US-23 High St both ways at OH-665 Jackson St.,S High St,Lockbourne,Franklin,OH,43137,US,US/Eastern,KLCK,3/10/2016 20:15,56.5,Rain
A-599,Source2,2,Accident on US-33 Long St at Neil Ave. Expect delays.,Neil Ave,Columbus,Franklin,OH,43215-2362,US,US/Eastern,KCMH,3/11/2016 4:51,46.9,Overcast
A-600,Source2,3,Left hand shoulder blocked due to accident on I-70 Eastbound at Exit 94 Wilson Rd.,N Wilson Rd,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,3/11/2016 7:15,44.6,Mostly Cloudy
A-601,Source2,2,Accident on OH-2 Eastbound at I-90. Expect delays.,OH-2 W,Elyria,Lorain,OH,44035,US,US/Eastern,KLPR,3/11/2016 7:33,37,Overcast
A-602,Source2,3,Accident on I-80 Eastbound near Exit 118 US-250 US Highway 250. Expect delays.,US Highway 250 N,Milan,Erie,OH,44846,US,US/Eastern,KPCW,,,
A-603,Source2,2,Accident on Berea Fwy Northbound at Exits 238 239 I-480. Expect delays.,Outerbelt South Fwy W,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,3/11/2016 7:51,37,Overcast
A-604,Source2,2,Accident on OH-201 Brandt Pike at Harshman Rd / Needmore Rd.,Brandt Pike,Dayton,Montgomery,OH,45424,US,US/Eastern,KFFO,3/11/2016 7:58,45.5,Overcast
A-605,Source2,2,Accident on Siebenthaler Ave at Philadelphia Dr. Expect delays.,W Siebenthaler Ave,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,3/11/2016 8:56,45,Overcast
A-606,Source2,2,Accident on OH-48 Main St at McPherson St / White Allen Ave. Expect delays.,White Allen Ave,Dayton,Montgomery,OH,45405-4929,US,US/Eastern,KDAY,3/11/2016 8:56,45,Overcast
A-607,Source2,2,Accident on Alex Bell Rd at Portsmouth Way.,Portsmouth Way,Dayton,Montgomery,OH,45459-7909,US,US/Eastern,KMGY,3/11/2016 8:53,46.9,Overcast
A-608,Source2,2,Accident on Otterbein Ave at Kipling Dr.,Kipling Dr,Dayton,Montgomery,OH,45406-3915,US,US/Eastern,KDAY,3/11/2016 8:56,45,Overcast
A-609,Source2,2,Accident on OH-202 Troy St at Chapel St.,Chapel St,Dayton,Montgomery,OH,45404-1809,US,US/Eastern,KFFO,3/11/2016 8:58,45.9,Overcast
A-610,Source2,2,Accident on Burlington Ave at 1st St.,E 1st St,Dayton,Montgomery,OH,45403-1154,US,US/Eastern,KFFO,3/11/2016 9:28,46.4,Overcast
A-611,Source2,2,Entry ramp closed due to accident on OH-315 Innerbelt Southbound at I-70.,South Fwy S,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,3/11/2016 9:51,45,Overcast
A-612,Source2,3,Entry ramp closed due to accident on I-71 Northbound at Exit 106B I-70.,I-70 E,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,3/11/2016 9:50,46.4,Overcast
A-613,Source2,2,Accident on Edwin C Moses Blvd at River Rd.,E River Rd,Moraine,Montgomery,OH,45439-1765,US,US/Eastern,KMGY,3/11/2016 9:53,46,Overcast
A-614,Source2,2,Accident on OH-132 State Route 132 at Shiloh Rd. Expect delays.,State Route 132,Goshen,Clermont,OH,45122-9714,US,US/Eastern,KI69,3/11/2016 10:13,49.6,Overcast
A-615,Source2,2,Accident on Keowee St at Dixie Dr / Embury Park Rd. Expect delays.,N Dixie Dr,Dayton,Montgomery,OH,45414-5602,US,US/Eastern,KDAY,3/11/2016 9:56,46,Overcast
A-616,Source2,2,Entry ramp closed due to accident on Princeton Ave in Franklinton.,S Princeton Ave,Columbus,Franklin,OH,43223-2241,US,US/Eastern,KTZR,3/11/2016 10:50,48.2,Mostly Cloudy
A-617,Source2,2,Entry ramp closed due to accident on US-40 Broad St at I-70.,W Broad St,Columbus,Franklin,OH,43223-1206,US,US/Eastern,KTZR,3/11/2016 10:50,48.2,Mostly Cloudy
A-618,Source2,2,Accident on OH-725 Far Hills Ave at Elmwood Dr.,W Elmwood Dr,Dayton,Montgomery,OH,45459,US,US/Eastern,KMGY,3/11/2016 11:53,48.9,Mostly Cloudy
A-619,Source2,2,Accident on OH-252 Lorain Rd near Westview Dr.,Lorain Rd,North Olmsted,Cuyahoga,OH,44070-2051,US,US/Eastern,KCLE,3/11/2016 11:51,37,Overcast
A-620,Source2,4,Entry ramp closed due to accident on OH-104 Frank Rd Northbound at I-71.,Frank Rd,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,3/11/2016 12:50,51.8,Clear
A-621,Source2,3,Delays and left lane closed due to accident on I-71 Innerbelt Southbound at Exit 108B I-670.,North Fwy S,Columbus,Franklin,OH,43201,US,US/Eastern,KCMH,3/11/2016 14:51,55,Overcast
A-622,Source2,2,Accident on OH-315 Olentangy Fwy Southbound at Cannon Dr.,Olentangy Fwy N,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,3/11/2016 15:53,55.9,Clear
A-623,Source2,3,Accident on I-670 Northeast Fwy Eastbound at Exit 9 International Gtwy. Approach with care.,Northeast Fwy N,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,3/11/2016 16:51,57,Mostly Cloudy
A-624,Source2,3,Right lane blocked due to accident on I-270 Outerbelt Northbound at I-270 Outerbelt. Approach with care.,Outerbelt N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,3/11/2016 16:53,57,Clear
A-625,Source2,2,Accident on US-33 3rd St at Chapel St.,E Chapel St,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,3/11/2016 16:51,57,Mostly Cloudy
A-626,Source2,3,Right lane blocked due to accident on I-71 Southbound at Exit 112 Hudson St.,North Fwy S,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,3/11/2016 16:51,57,Mostly Cloudy
A-627,Source3,3,Right lane blocked due to accident on I-70 Westbound at Exits 91 91A 91B Hilliard Rome Rd.,Hilliard Rome Rd,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,3/11/2016 17:50,55.4,Clear
A-628,Source3,3,L lane blocked due to accident on I-71 Southbound at Exit 113 Silver Dr.,North Fwy S,Columbus,Franklin,OH,43224,US,US/Eastern,KCMH,3/11/2016 18:51,51.1,Mostly Cloudy
A-629,Source2,3,Left lane closed due to accident on I-480 Westbound at Exit 20A-B I-77.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,3/12/2016 6:53,35.1,Clear
A-630,Source2,3,Right lane closed due to accident on I-77 I-76 before Exit 21A East Ave.,I-77 N,Akron,Summit,OH,44307,US,US/Eastern,KAKR,3/12/2016 10:54,57,Clear
A-631,Source2,3,Lane blocked on exit ramp due to accident on I-270 Outerbelt Westbound at Exit 27 Cleveland Ave.,Outerbelt W,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,3/12/2016 11:53,59,Clear
A-632,Source2,2,Accident on Nicholas Rd at Louella Ave.,Louella Ave,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,03/14/2016 04:24:00,57,Mostly Cloudy
A-633,Source2,2,Accident on OH-232 State Route 232 at OH-756 State Route 756. Expect delays.,State Route 232,Moscow,Clermont,OH,45153-9709,US,US/Eastern,KI69,03/14/2016 06:13:00,56.7,Mostly Cloudy
A-634,Source2,2,Accident on OH-741 State Route 741 near School Driveway. Expect delays.,School Driveway,Springboro,Warren,OH,45066,US,US/Eastern,KMGY,03/14/2016 07:05:00,55.9,Overcast
A-635,Source2,2,Accident on Nottingham Rd at Daleview Ave.,E Nottingham Rd,Dayton,Montgomery,OH,45405-1642,US,US/Eastern,KDAY,03/14/2016 07:19:00,57,Overcast
A-636,Source2,2,Accident on Livingston Ave at OH-317 Hamilton Rd. Expect delays.,S Hamilton Rd,Columbus,Franklin,OH,43227-2428,US,US/Eastern,KCMH,03/14/2016 07:28:00,57.2,Overcast
A-637,Source2,2,Accident on Mason Morrow Millgrove Rd near Columbia Rd.,Columbia Rd,Mason,Warren,OH,45040-9634,US,US/Eastern,KHAO,03/14/2016 07:53:00,51.1,Fog
A-638,Source2,2,Accident on Watervliet Ave at Westfield Ave / Rosemont Blvd.,Watervliet Ave,Dayton,Montgomery,OH,45420-2543,US,US/Eastern,KFFO,03/14/2016 07:58:00,57.4,Overcast
A-639,Source2,2,Accident on OH-235 State Route 235 at Herr Rd.,State Route 235,Fairborn,Greene,OH,45324-9730,US,US/Eastern,KFFO,03/14/2016 07:58:00,57.4,Overcast
A-640,Source2,2,Accident on Wilmington Ave at Firwood Dr.,Firwood Dr,Dayton,Montgomery,OH,45419,US,US/Eastern,KMGY,03/14/2016 08:07:00,55.9,Overcast
A-641,Source2,2,Accident on OH-48 Main St at Cedarlawn Dr.,Cedarlawn Dr,Dayton,Montgomery,OH,45415-2902,US,US/Eastern,KDAY,03/14/2016 08:08:00,55.9,Overcast
A-642,Source2,2,Accident on Snouffer Rd at Sawmill Rd. Expect delays.,Snouffer Rd,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,03/14/2016 07:53:00,57,Overcast
A-643,Source2,2,Accident on Old State Route 32 near Lori Lynn Dr. Expect delays.,Old State Route 32,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,03/14/2016 08:33:00,57.4,Overcast
A-644,Source2,2,Accident on 3rd St at Abbey Ave.,Abbey Ave,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,03/14/2016 08:56:00,57,Overcast
A-645,Source2,3,Accident on I-90 Westbound at Exits 145A 145B OH-57 Lorain Blvd. Expect delays.,Lorain Blvd,Elyria,Lorain,OH,44035,US,US/Eastern,KLPR,03/14/2016 08:53:00,57.9,Mostly Cloudy
A-646,Source2,2,Accident on Yankee St at Lyons Rd.,Lyons Rd,Dayton,Montgomery,OH,45458-1881,US,US/Eastern,KMGY,03/14/2016 09:24:00,57.9,Scattered Clouds
A-647,Source2,2,Accident on Frazee Ave at College Dr.,Frazee Ave,Bowling Green,Wood,OH,43402,US,US/Eastern,KTDZ,03/14/2016 08:53:00,57,Overcast
A-648,Source2,2,Accident on Bridge St at Oxford Ave.,Oxford Ave,Dayton,Montgomery,OH,45406-4337,US,US/Eastern,KDAY,03/14/2016 09:35:00,57,Overcast
A-649,Source2,2,Accident on Atchison Rd at Mallet Dr.,Mallet Dr,Dayton,Montgomery,OH,45458-9341,US,US/Eastern,KMGY,03/14/2016 09:24:00,57.9,Scattered Clouds
A-650,Source2,2,Accident on Stanley Ave at I-75.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,03/14/2016 10:58:00,60.8,Mostly Cloudy
A-651,Source2,2,Accident on OH-48 Main St at Northwood Ave.,N Main St,Dayton,Montgomery,OH,45405-2406,US,US/Eastern,KDAY,03/14/2016 13:12:00,62.1,Rain
A-652,Source2,3,Accident on I-75 Southbound at Exit 51 Edwin C Moses Blvd.,I-75 N,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,03/14/2016 13:33:00,61,Rain
A-653,Source2,2,Accident on Smithville Rd at Wayne Ave.,Wayne Ave,Dayton,Montgomery,OH,45420,US,US/Eastern,KFFO,03/14/2016 14:58:00,65.8,Mostly Cloudy
A-654,Source2,3,Accident on I-75 Northbound at Exit 44 OH-725 Miamisburg Centerville Rd. Approach with care.,I-75 N,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,03/14/2016 16:53:00,66.9,Mostly Cloudy
A-655,Source2,3,Left lane blocked due to accident on I-75 Northbound at Exit 44 OH-725 Miamisburg Centerville Rd.,I-75 N,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,03/14/2016 17:53:00,66,Scattered Clouds
A-656,Source2,3,Accident on I-70 Westbound at Exit 122 OH-158 Outville Rd. Expect delays.,I-70 W,Millersport,Licking,OH,43046,US,US/Eastern,KVTA,03/15/2016 05:54:00,55.9,Overcast
A-657,Source2,2,Accident on Farr Dr at Stanley Ave.,Stanley Ave,Dayton,Montgomery,OH,45404-2731,US,US/Eastern,KFFO,03/15/2016 06:58:00,54.3,Overcast
A-658,Source2,2,Accident on OH-161 New Albany Expy Westbound at Sunbury Rd.,Executive Pkwy,Westerville,Franklin,OH,43081-3850,US,US/Eastern,KCMH,03/15/2016 07:00:00,53.6,Haze
A-659,Source2,2,Accident on Steele Ave at Clover St.,Steele Ave,Dayton,Montgomery,OH,45410-1845,US,US/Eastern,KFFO,03/15/2016 07:48:00,53.6,Overcast
A-660,Source2,2,Accident on Linden Ave at Smithville Rd.,S Smithville Rd,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,03/15/2016 07:58:00,54.3,Overcast
A-661,Source2,2,Accident on Sullivant Ave at Hague Ave.,Sullivant Ave,Columbus,Franklin,OH,43204-2413,US,US/Eastern,KTZR,03/15/2016 07:47:00,53.6,Overcast
A-662,Source2,3,Left hand shoulder blocked due to accident on I-480 Westbound at Exit 20A-B I-77.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,03/15/2016 07:53:00,43,Light Rain
A-663,Source2,2,Accident on Philadelphia Dr at Garvin Rd.,Philadelphia Dr,Dayton,Montgomery,OH,45405-1924,US,US/Eastern,KDAY,03/15/2016 08:27:00,53.1,Overcast
A-664,Source2,2,Accident on Fairview Ave at Riverside Dr.,E Fairview Ave,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,03/15/2016 10:56:00,55,Overcast
A-665,Source2,2,Accident on Wilmington Ave at Shadowlawn Ave.,Wilmington Ave,Dayton,Montgomery,OH,45420-1847,US,US/Eastern,KFFO,03/15/2016 12:28:00,60.8,Mostly Cloudy
A-666,Source2,3,Accident on I-75 Northbound at Exit 51 Edwin C Moses Blvd.,I-75 N,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,03/15/2016 13:22:00,62.1,Scattered Clouds
A-667,Source2,2,Accident on Riverside Dr at Shoup Mill Rd.,Shoup Mill Rd,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,03/15/2016 13:56:00,64.9,Partly Cloudy
A-668,Source2,2,Accident on Maplelawn Dr at OH-48 Main St.,N Main St,Dayton,Montgomery,OH,45405-2703,US,US/Eastern,KDAY,03/15/2016 14:56:00,66.9,Scattered Clouds
A-669,Source2,2,Accident on Patterson Blvd at OH-4 Monument Ave.,E Monument Ave,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,03/15/2016 14:58:00,67.8,Clear
A-670,Source2,2,Accident on Needmore Rd at Northcutt Pl.,Needmore Rd,Dayton,Montgomery,OH,45414-3801,US,US/Eastern,KDAY,03/15/2016 15:56:00,68,Partly Cloudy
A-671,Source2,3,Accident on I-75 Northbound at Exit 56 Stanley Ave.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,03/16/2016 04:58:00,63.1,Haze
A-672,Source2,2,Accident on OH-16 Broad St at McNaughten Rd.,E Broad St,Columbus,Franklin,OH,43213-1572,US,US/Eastern,KCMH,03/16/2016 04:51:00,60.1,Overcast
A-673,Source2,3,Accident on I-75 Northbound at Exits 54A 54B OH-4. Expect delays.,I-75 S,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,03/16/2016 05:12:00,64.4,Mostly Cloudy
A-674,Source2,2,Accident on County Hwy-314 New Carlisle Pike at Bischoff Rd.,New Carlisle Pike,New Carlisle,Clark,OH,45344-9778,US,US/Eastern,KFFO,03/16/2016 06:58:00,60.4,Scattered Clouds
A-675,Source2,2,Accident on OH-48 Main St at Caldwell St / Media Center Way.,S Main St,Dayton,Montgomery,OH,45409-2547,US,US/Eastern,KFFO,03/16/2016 06:58:00,60.4,Scattered Clouds
A-676,Source2,2,Accident on OH-161 New Albany Expy at I-270 Outerbelt. Expect delays.,New Albany Expy W,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,03/16/2016 06:51:00,64,Scattered Clouds
A-677,Source2,2,Accident on Pleasant Hill Rd at Deblin Dr.,Deblin Dr,Milford,Clermont,OH,45150-2367,US,US/Eastern,KI69,03/16/2016 07:13:00,62.1,Scattered Clouds
A-678,Source2,2,Accident on OH-256 Hill Rd Southbound at Turnberry Dr.,Hill Rd N,Pickerington,Fairfield,OH,43147-8891,US,US/Eastern,KLHQ,03/16/2016 06:53:00,64,Overcast
A-679,Source2,2,Accident on Brown St at Wyoming St.,Brown St,Dayton,Montgomery,OH,45409-2940,US,US/Eastern,KFFO,03/16/2016 07:33:00,59,Overcast
A-680,Source2,2,Accident on US-33 Westbound at Bixby Rd.,US-33 W,Groveport,Franklin,OH,43125,US,US/Eastern,KLCK,03/16/2016 07:35:00,61.2,Overcast
A-681,Source2,3,Accident on I-270 Outerbelt Northbound at Exit 8 I-70. Expect delays.,Outerbelt N,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,03/16/2016 07:47:00,62.6,Overcast
A-682,Source2,3,Accident on I-270 Outerbelt Northbound at I-270 Outerbelt. Expect delays.,Outerbelt N,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,03/16/2016 07:20:00,62.6,Overcast
A-683,Source2,3,Accident on I-675 Northbound at OH-725 Miamisburg Centerville Rd / Leona Ln. Expect delays.,Miamisburg Centerville Rd,Dayton,Montgomery,OH,45459,US,US/Eastern,KMGY,03/16/2016 07:53:00,59,Overcast
A-684,Source2,2,Accident on Grandview Ave at Goodale Blvd.,Goodale Blvd,Columbus,Franklin,OH,43212-3450,US,US/Eastern,KOSU,03/16/2016 08:53:00,59,Overcast
A-685,Source2,2,Accident on Wilmington Ave at Patterson Rd.,Wilmington Ave,Dayton,Montgomery,OH,45420,US,US/Eastern,KFFO,03/16/2016 08:58:00,56.5,Partly Cloudy
